majorAlleleFrequency	pValueASE	pValueHeterogeneity	geneID
1	1	NA	slc16a10
1	0	NA	Bmi1
0.804295942720764	0	NA	mvp
0.808706148004784	0	0.79973	sh3bp5l
0.916666666666667	5e-05	NA	Gabbr1
0.695652173913043	0.01107	NA	Scn1b
0.777777777777778	0.18127	NA	thbs3a
0.798365130768295	0	0.51272	B4GALT3
0.666666666666667	1	1	MS4A15
0.721550389661817	0	0	rpz
0.996927452209791	0	0.08549	PTRHD1
0.910335145916837	0	0.17277	ARSI
0.629040359568531	0.23246	0.18999	mfsd8
0.783233492563701	0.0017	0.00143	slc20a1a
1	0.00193	NA	LMOD2
0.562850173580997	0.0654	0.70506	rtraf
0.561312988795871	0.00015	0.0045	SAP18
0.660640049592784	0	0	VWA5A
0.990905323672146	0	0.02727	DUSP16
1	0	NA	crebl2
0.721996576638551	0	0	KNL1
1	0	NA	HECA
1	0	NA	NUDT14
0.665335984560693	0.00372	0	JAG2
0.928571428571429	0.00192	NA	GAREM2
0.547372813749497	0.00687	0.00616	Hadhb
0.999999315567032	0	1	LRP11
0.532813102497648	0.85985	0.7266	DNMT3A
0.88626550063156	0	0	tmem214-b
0.698122692580135	0.14043	0.12767	GNPAT
0.540454274768003	0.22978	0.89188	esco2
0.549180327868853	0.31955	NA	pbk
0.829580650756328	0	0	ccdc25
0.681818181818182	0.1361	NA	scara5
0.56648987267632	0.02962	0.49577	Man1a1
0.856193799003028	0	2e-05	NCOA1
0.75	0.6246	NA	IFI44
0.999951275360563	0	0.66501	ift172
1	0	NA	CAD
0.926594944592078	0	0	UCKL1
1	0.00182	NA	GTF3C2
1	0	NA	SMPDL3A
0.533952423783625	0	0.43414	FABP7
0.823529411764706	0.01303	NA	Crip2
0.684000662733952	0.0666	0.96652	BTBD9
0.686335538100999	0.00037	0.01062	ZFAND3
0.669390816423351	0	0	angel2
0.73011305081931	0	1e-05	E2F6
0.999999120954894	0	0.99567	SCARA3
0.918238993710692	0	NA	FNTB
1	0	NA	Susd6
0.707253109798547	0.03703	0.0095	SIPA1L1
0.76943137506009	0	0	LAMA2
0.610555210747052	0.07192	0.60542	Ptprk
0.62962962962963	0.25061	NA	EXTL3
0.999999999999657	0	1	riox1
0.999894016357016	0	0.48561	NDUFB1
0.893540531137655	0	NA	hsp90ab1
0.631924479779194	1e-05	0.04556	SLC35F6
1	0	NA	Ppp2r5a
1	0	NA	NEK2
0.999807633569406	0	0.99956	CRYBG1
0.8	0.03524	NA	SIM1
0.885723515218562	0	1	Prdm1
0.9	0	NA	Prep
0.703859047951564	0	0	PLEKHG1
0.909091365014556	4e-04	0.72643	ARMC2
0.522553341973589	0.70829	0.93302	SESN1
1	0.00028	NA	Tulp4
0.535714285714286	0.85171	NA	TMEM181
0.550108536180904	0.66249	0.42335	Cep57
0.833333333333333	0	NA	mrps10
1	0	NA	AKAP12
0.555801917298413	0.1618	0.00866	MTHFD1L
0.733273385104858	0.09559	0.1918	Stx11
0.727841554643569	0.85959	0.84376	Fbxo40
0.650368213647849	0.00774	0	Sash1
1	0.06398	NA	slc22a16
0.972604524329508	0	0.87047	Wasf1
0.666666666666667	0.19121	NA	smc6
0.666666666666667	0.68353	NA	FAM110C
1	0	NA	NHSL1
1	0.00016	NA	HEBP2
1	0	NA	PARP1
0.604408411021328	2e-05	4e-05	PTPN14
0.629293395502839	0.01011	0.00963	SMYD2
0.859482624467423	0	4e-05	RPS6KC1
0.552519559307982	0.24334	0.353	FDFT1
0.875195007942296	0	0	gata4
0.833333333333333	0.00737	NA	Ppp1r13b
0.8	0.00419	NA	Abcd4
0.773881032684385	0	0	l3hypdh
0.575757575757576	0.48687	NA	Sgpp1
0.777453607027933	0	0	Acss1
0.943592027419311	0	0.5929	vsx2
0.556434328357343	0.06753	0.22679	Ylpm1
0.58199394231276	0.29943	0.22283	Jdp2
0.625253723456824	0.37311	0.25624	Flvcr2
0.559086458855533	0.25083	0.70289	zc3h14
0.90992644439993	0	0.00935	snx17
1	0	NA	atraid
1	0.06089	NA	RNF19A
0.57452830047235	0.73334	0.44461	MTMR9
0.565787511429903	0.06485	0.06682	TDH
0.648148148148148	0.03972	NA	ccm2
0.5625	0.80289	NA	SH3BGRL2
0.88135593220339	0	1	slc2a12
0.893389723927251	0	0.67123	sgk1
0.586206896551724	0.45865	NA	MYB
0.902759856251506	0	0	HBS1L
0.999999958349493	0	0.8815	PDE7B
0.790697674418605	0.00022	NA	mtfr2
0.651533429363209	0.00237	0	ITSN2
0.999926497666547	0	0.99895	LPIN1
0.940235288100706	0	0.44084	DDX1
0.750393515146224	0.00848	0.16655	TMEM63A
0.763032774618114	0	0	PGM3
0.778153886404087	0.00144	0.1691	Rnf217
0.684210526315789	0.03324	NA	TRDN
0.973912131479884	0	0	AKAP7
0.571727119710435	0.01462	0.00184	med23
0.879171142451711	4e-04	0.03385	IL20RA
0.59375	0.08371	NA	EPB41L2
0.74272985957317	0	0.53486	Stx7
0.585476862561931	0.75585	0.74011	HSP90AA1
0.789577918092019	0	0	hsp90a.1
0.601945141560753	0.21759	0.45207	WDR20
0.681054238143818	0	0	MGAT2
0.720296539016512	0	0.00052	Aldh6a1
0.611470940926724	0.09889	0.14796	ZNF410
0.604398413809236	0.01739	0.00063	ENTPD5
1	1e-04	NA	PLCB4
1	0	NA	FERMT1
0.999987080724474	0	0.70298	Gzf1
0.586206896551724	0.13282	NA	Mut
1	0.0044	NA	RUNX2
0.733333333333333	0.11813	NA	Clic5
0.79677447454489	0	0.13239	Phip
0.775972428812605	0	0.75804	TBX18
0.8	2e-05	NA	Ccnk
0.860215053763441	0	NA	Sptlc2
0.893280059390688	0	0	Psmc1
0.857142857142857	1e-05	NA	Cdc42bpa
0.997442455242967	0	NA	HNRNPU
0.667142300760148	0	0	Emilin1
0.669033306468488	0	0	zmcm3
0.722017899535393	0.1191	0.92105	Paqr8
0.690706423993682	0.38911	0.58052	KIF13B
1	2e-05	NA	Casp8ap2
1	5e-05	NA	MDN1
1	0	NA	rmdn3
1	1e-05	NA	rad51-a
0.999999996975892	0	0.9791	ZNF292
1	0.06301	NA	CEP85L
0.73015873015873	0	NA	Psmc6
0.535679696150189	0	0	MARCKS
1	0.00103	NA	TRAF3IP2
0.999978206034347	0	0.99849	REV3L
0.999999673647366	0.00012	1	mfsd4b
0.662174514751671	0	0.39931	Rpf2
0.705537905556053	0	0.10364	tab2
1	0.06162	NA	Zc3h12a
0.676375404530744	0	NA	LBR
0.654819309893791	0.00931	0.37302	katna1
0.696428571428571	4e-05	NA	ginm1
0.821860757832757	0	1e-05	PHF12
0.998975774641762	0.01585	0.84514	DHRS13
0.985497136625152	0	0.02052	MYO18A
0.583807129806287	0.0234	0.01256	wsb1
0.834351088040693	0.00032	0.47541	Fat3
0.666666666666667	0.08012	NA	PDZK1
0.561160283951798	0.31056	0.01787	Akap1
0.645873052958662	2e-05	0.8524	CUEDC1
1	0.06201	NA	Adamts15
0.592210166803667	0.39555	0.31487	TRMT61B
0.593673079274377	0	0	Wdr43
0.819567539439588	0.74957	0.49972	Slc8a2
1	0.5003	NA	Slc8a3
0.974757565929726	0	0.0086	Dcaf5
0.946808510638298	0	NA	Sav1
0.620235048412094	0.01196	0.38093	SOS2
0.88648647721467	0	0.28395	L2HGDH
0.888888888888889	0	1	ATP5S
0.5	1	NA	cdkl1
0.958232296656779	0	0	PYGL
1	0.2514	NA	Abhd12
0.551724137931035	0.71122	NA	SHPRH
1	0.00773	NA	STXBP5
0.7	0.11435	NA	nol10
0.681818181818182	0.1342	NA	foxo3
0.958278079438058	0	0.00348	Fbxo30
0.998549560419965	0.00046	0.60672	Akap12
0.754345632983402	0.2798	0.14229	MAP7
0.978673221029104	6e-05	0.66129	ASXL2
0.840879093728837	0	0	plekhh1
0.917775413771725	0	6e-04	ELMSAN1
0.999999892178878	0	1	PTGR2
0.601033589182675	0.69786	0.47773	STARD9
0.939750973141559	0	0	Sptbn1
0.636363636363636	0.00176	1	Snap23
0.750746632280127	0	0	PTBP1
0.999999999849014	0	0.92297	MSL2
0.99999855207983	0	0.85791	PPP2R3A
1	0.25061	NA	NCEH1
1	0	NA	PCCB
0.969149833810633	0	0.02257	ATR
0.777972226933271	0	0	ARHGAP5
0.711780333689714	0.0068	0.00193	Hltf
0.835294117647059	0	NA	Ppp2r5c
0.571428571428572	1	NA	DCDC2
0.703011352056876	0.00065	0.06094	HEBP1
0.620124213085217	0.46875	0.2862	CNKSR1
0.682801280377524	2e-04	0	grhl3
0.648529046401217	1e-05	0	RPS6KA
0.729222743713693	0	0	Asap3
0.673095709970146	1e-05	0	qkia
0.647058823529412	0.12198	NA	LRR1
0.982045776779571	0	0.00696	Klf11
0.705882352941176	0.02521	NA	Rpusd2
0.683853057301208	0	0.0066	PKDCC
0.571428571428572	0.50026	NA	Pcmt1
0.863781529541556	0	0.00123	EML1
0.791953710614156	0	0.00182	MIS18BP1
0.840005459238753	0	0	TPP1
0.841883842959002	0	0.85515	evl
0.87836250851335	0	0.07338	HTRA2
1	1	NA	PRKCH
0.822495687176011	0	0.03275	mfsd2ab
1	0	NA	slc38a6
0.74853149608602	0	0.00331	Six4
1	0	NA	six1b
0.551724137931035	0.7104	NA	RTN1
0.651622726775647	0	0.01532	kif15-b
1	0.00385	NA	zfyve28
0.55844711197451	0.55576	0.71122	BTBD7
0.999999344885387	0.00042	1	Otub2
1	0	NA	Ubr1
1	1	NA	DAAM1
0.535714285714286	0.84936	NA	JKAMP
0.854478622942733	0	0.06983	setd3
0.90739444962051	0	0.01906	Rdh14
0.999376689244469	0.49905	1	osr1
0.875	0.07087	NA	Atp10d
0.879067243724746	0	0.01035	KIF26B
0.666666666666667	0.30236	NA	ASPG
0.674065023744196	0.02048	0.10473	Vcpkmt
0.711521177025459	0	0.48085	KTN1
0.711498078164252	1e-05	0.30459	PELI2
0.897435897435898	0	NA	EXOC5
0.999888137806089	0	0.91002	ATG2B
0.657142857142857	0.01111	NA	ISCA2
0.763476340766079	0	0.20833	NEK9
0.937160547578513	2e-05	0.00134	CLEC4M
0.778939975707769	5e-05	0.23727	ERG28
0.660714285714286	0	NA	dlst
0.781609195402299	0	NA	FCF1
0.920748571410801	0	0	pomt2
0.789473684210526	0.01924	NA	ZFYVE1
1	0.00206	NA	thbs1
0.625411391618586	0.0157	0.29566	SUSD6
1	0	NA	Arhgap11a
0.793397145293686	0	0.10525	INF2
0.999999822931753	7e-05	1	cep170b
1	0	NA	Bub1b
0.526315789473684	1	NA	Togaram1
0.68619646744412	0	0	Mthfd1
0.932036997758805	0	0.01873	si:ch211-194e15.5
0.527272727272727	0.78765	NA	AHSA1
0.535756799096807	0.46809	0.14306	Larp1
0.57	0.19269	NA	Pgrmc2
1	0	NA	NSD2
0.523809523809523	0.87729	NA	fgfr3
1	1	NA	C20orf194
0.698000379861808	0.32458	0.04277	SLC4A11
0.672795458317173	0	0	RPIA
0.77497421836006	0.0011	0.23941	EIF2AK3
0.751543201835586	6e-05	0	Atrn
0.581395393455956	0	0.90809	CDC25A
0.581799099351074	1	1	Rab11fip5
0.67661357323418	0.40957	0.00212	MAVS
0.553118152979548	0.61025	0.12457	PANK2
0.779422491746011	0.33796	0.40896	NEFL
0.647577285993154	0.00201	0.2207	loxl3b
0.716610303286856	0	0	nanos1
0.529169948942774	0.74173	0.54413	Mrps26
0.575586620337995	0.27855	0.9442	ALMS1
0.704714033604252	0.00038	0	cml
0.660449610814837	0	0.00957	dcaf10
0.6	0.73788	1	EZR
0.514925373134327	0.79487	NA	NENF
0.639703157566085	0	0	ZNF106
1	0.01578	NA	Tmem87a
1	0	NA	tmem206
0.8	0.10995	NA	Galnt16
0.827586206896552	0.00076	NA	EXD2
0.894587208268132	0	0	psen1
0.8	0.37607	NA	PAPLN
0.999999996518567	0	0.91398	Smoc1
0.636363636363637	0.16051	NA	RBM25
0.714893835134061	0.32209	0.6556	arg2-b
0.812338486429338	0	0.00102	RDH12
0.550733681418191	0.5942	0.43214	VTI1B
0.812089807723839	0	0.04515	TRIP11
0.916694274228024	0	0	golga5
0.660130718954248	5e-05	NA	RTF1
0.755813953488372	0	NA	LGMN
1	0	NA	CHP1
1	0.00193	NA	pcnx1
0.999782407020264	0	0.8022	CLIP4
0.973879034972946	0	0	ROCK2
0.806451612903226	0.00085	NA	PDSS2
0.731311257934014	0.02357	0.00011	diexf
0.999995603496849	0	0.98992	NRDE2
0.999999770115349	0	0.9999	TTC7B
0.591397849462366	0.01609	NA	brms1la
1	0	NA	Ptpn21
0.53186319667007	0.1444	0.05973	PNN
0.692713852166483	0.14431	0.75573	Spata7
0.668787453752421	4e-05	0.48607	Gemin2
0.560283687943262	0.04986	NA	Meis2
0.685601723935362	0	0	AQR
0.521224987715943	0.94839	0.97885	fermt2
0.558127907088768	0.87798	0.48298	DDHD1
0.550952222958515	0.20966	0.3169	Ppp1cb
0.722714417937533	0.00037	0.25624	Pttg1ip
0.666666666666667	1	NA	ATG9A
0.999984345569746	0	0.93084	AKAP9
0.564125628162167	0.37478	2e-05	USP40
1	4e-05	NA	isyna1-a
1	0	NA	REEP5
0.96928106774224	0.00013	0.07032	DTD2
0.999998307928292	0	0.9688	SNAPC1
0.516230730288028	0.99055	0.76561	ZFYVE21
0.605324869221735	0.73459	0.48081	BAG5
0.657665720334343	0.02856	0.00641	Klc1
0.708190178960475	0.00101	0.4491	APOPT1
0.728987031340616	0.15193	0.21597	MARK3
0.53399475007332	0.56348	0.50333	tck1
0.572841477339175	0.44571	0.73641	Zdhhc14
0.654957860963536	0.24487	0.02484	LGALS8
0.65602047410658	0.26301	0.06255	CLN8
0.625846924209697	0.55442	0.37923	adprhl1
0.77678531484232	0.0012	0.00336	Tmco3
0.619047619047619	0.38348	NA	DCUN1D2
0.833333333333333	2e-05	NA	COL12A1
0.705973104409995	0.09158	0.26272	RALGAPA2
0.60200218717353	1e-05	0.56824	HDAC1
0.656015175523331	0.01305	8e-05	Zbtb8a
0.55144255862309	0.63012	0.70917	HMGCL
0.78014130811996	3e-05	3e-05	Gjb3
0.6	0.49961	NA	Gjb4
1	0	NA	Srrm1
0.622895622895623	3e-05	NA	CLIC4
0.999999731989742	0	0.86929	bsdc1
0.605263157894737	0.01186	NA	Ppp2r5e
0.515084292473227	0.75924	0.54485	zgc:112255
1	0	NA	ATG14
0.908286632944004	0	0.6692	sec23a
0.7	0.22076	1	tyro3
0.999997449779686	0	0.95668	LRP1B
0.890943846634966	0	0.27716	lrrc57
0.965019750688136	0	4e-05	talpid3
0.973937080272125	0	0	Psma3
0.909836305795544	0	0.12262	Strn3
0.860215053763441	0	NA	G2E3
0.815217391304348	0	NA	HECTD1
0.841439496983259	0	0.11495	LGALS3
0.870271026915716	0	0.01147	RLF
0.90625	0	NA	ZMPSTE24
0.9	0.02141	NA	SNX14
0.599686494534027	0.77208	0.71298	NCOA7
0.586319218241043	0.00296	NA	znf593
0.622269324268848	0	0	Syncrip
0.561123135428215	0.82844	0.87485	colec11
0.870307167235495	0	NA	id2
0.976744186046512	0	NA	Slc4a7
0.75	0.28798	NA	DNAJC30
0.621621621621622	0.18895	NA	KLHDC2
0.794520547945205	0	NA	eif4e1a
0.759878419452887	0	NA	metap1
0.842019830736914	0.00854	0.69924	Lrfn5
0.604166666666667	0.19354	NA	FBXO33
0.866666666666666	0.0071	NA	HHIPL1
1	0.00405	NA	Dglucy
0.678166304714253	0.00223	0.99995	Apob
0.782249046057065	0	0.00427	Gphn
1	0	NA	Hhipl1
0.545043306833645	0.20605	0.497	Fkbp9
0.642829057955382	0.13246	0.3907	vac14
0.647638599648401	0.00561	0.04698	SLC27A1
0.550000000000001	0.63558	NA	Abca5
1	0.0319	NA	AATK
0.682769349598267	0	0.13124	ZNF721
0.584479617503545	0.05069	0.68288	ZNF235
0.999997019645454	0	0.96759	CBX2
1	0	NA	Cox11
0.531610854571413	0.91611	0.93464	Cdc42ep4
0.777777777777778	0.18181	NA	HS3ST3A1
0.647296662448879	0.72462	0.98835	prdm9
0.544327241502789	0.01251	0	COL1A1
0.649222155275146	0.26908	0.96709	Arhgap27
1	4e-05	NA	MFSD13A
1	0	NA	MRPL43
1	0.00217	NA	Plekhm1
1	0	NA	KLHDC1
1	0.50244	NA	g6pc
0.859888053828125	0	0	DHX8
0.571428571428572	0.79081	NA	WNT3
0.622647325184418	0.34591	0.36156	CDK5R1
0.853851912250118	0	0	Pdk2
1	0	NA	Pnpo
0.587022367992879	0.15781	0.63203	hoxb1b
1	0	NA	hoxb6b
0.916990858637056	0	4e-05	dom
1	0	NA	STX4
0.884878779595478	0	0	acsf2
1	0.00189	NA	Psd
1	4e-05	NA	ZNF836
0.693509607608275	0	0	Gspt1
0.525345622119815	0.497	NA	RSL1D1
0.902903310448622	0	1e-05	TMEM184B
1	0.00017	NA	KIAA0556
0.999649851260521	0	0.15994	LUC7L
1	0	NA	COX6B1
0.823529411764706	0.01303	NA	ZNF668
0.603706610249415	0.19321	0.06562	PHKG2
0.704761904761905	6e-05	NA	Kctd5
0.548977395048439	0.00296	NA	ube2ib
0.947407668962393	0	1e-05	wdr24
0.727272727272727	0.10576	1	Anks3
0.585874512859327	0.01134	0.11566	Pdpk1
0.903991544533679	0	0.38678	zgc:112185
0.672262041700841	0	0	GNPTG
0.658174993062415	0.04031	0.0092	Tsr3
0.951698154418458	0	0	rhot2
0.58259477025391	0.76554	0.7977	RAB11FIP3
0.620883933039829	0	0	Metrn
0.538461538461539	1	1	Tmem204
1	1e-05	NA	Pacsin1
0.565659548910204	0.60387	0.55762	MSS51
0.640486016456563	0.20103	0.53751	MPRIP
0.677933293909753	0.00482	5e-05	tbc1d24
0.550499060768637	0.06422	0.72244	MFSD1
0.631692943585615	0.05622	0.10143	eme2
0.599045949246604	0.12753	0.91488	Spsb3
0.559571486793404	0.04917	0.41564	nubp2
0.568545028720845	0.02398	0.09082	COG7
1	0.25056	1	MYBPC2
0.738369727667162	0	0	rexo4
0.581757541644975	0.14981	0.04989	harbi1
0.708243355567947	0.18647	0.53348	PIGP
0.707517172359621	0.25074	0.21639	Brsk2
0.515463917525773	0.83919	NA	PRR12
1	0	NA	Trpm4
0.552226925568182	0.19716	0.81754	CA4
1	0	NA	HRC
0.616993901564524	0.00443	0.54062	Mapk7
0.566798116267194	0.18788	0.05113	Vkorc1l1
0.7509338857516	0.34481	0.49707	Itgax
0.8125	0.02097	NA	Prss21
1	0	NA	taok2
0.573792161404619	0	0	eif3c
0.691516683764193	0.00027	0.01951	prodh2
0.537801958230639	0.84141	0.75999	NIF3L1
0.580014667278833	0	0.00167	kif22
0.530039862243246	0.70492	0.94065	PAGR1
0.571895520223884	0.28165	0.07718	Prrt2
0.92833483284419	0	0.6533	atp2a1
0.947368421052631	0.00015	NA	TCTN3
0.999996299610667	6e-05	0.72966	SCUBE1
1	0	NA	ERBB2
0.999997577169787	0	0.81376	pkmyt1
1	0.12351	NA	ASB13
0.715256728864794	8e-05	0.00092	PHETA1
0.558877297438802	0.58486	0.32474	FAM117B
0.99942711195877	0	0	Dcaf7
0.569615693682761	0.45607	0.9774	TACO1
0.99762036180225	0	0.19023	Smarcd2
0.991218184565177	0	0	Psmc5
0.525512104702897	0.74876	0.55581	ZNF281
0.75	0.62129	NA	KCNJ3
0.87771666778935	0	0	Svil
0.864275109056282	0	0.03124	LGI1
0.887335005995864	0	0.56438	Atrnl1
0.999888330398647	0	0.57985	CCDC186
0.676750648813436	5e-05	0.39365	DCLRE1A
0.679424155717358	0.47592	0.68108	NRAP
0.661042788213682	0.29835	0.18091	Plekhs1
0.933204390894807	0.00016	0.01725	CASP7
0.529411764705883	0.48849	NA	CPN1
0.543405723981194	0.74753	0.89494	tlk2
0.604160059943148	0.03672	0.03362	RND2
0.999999999167073	0	0.89683	dbf4b
0.99970960348814	0	0.39765	Acly
1	0.01543	1	KLHL11
1	0	NA	Fkbp10
1	0	NA	Gpam
0.662314452185506	0	1e-05	med1
0.999999997058454	0	1	GM2
0.599190346565385	0.00437	0.99994	TCF7L2
0.571428571428572	0.56924	NA	ZDHHC6
1	1	NA	CHST3
0.61045113296791	0	0	Sec31a
0.694904727410078	0.40385	0.92843	fbxl15
0.584699702765408	0	0.37181	NDUFB8
0.846541808587339	0.08367	0.24539	Gpx6
0.530999206798998	0.95414	0.73968	Ascc1
0.647058823529412	0.1213	NA	ddit4
0.532624359704272	0.61068	0.49969	ANAPC16
0.685537146846337	0.00115	0.45108	LRRC20
0.973650030087187	0	0.00948	POLR3A
0.744281384901199	0.00127	6e-05	Dlg5
0.999999929915721	0	0.87007	SAMD8
0.857142857142857	0.00019	NA	KAT6B
1	1	NA	dupd1
0.82630113495229	0	0	Vcl
0.999999999469423	0	1	Pus3
0.565270889911515	0.01887	0.36124	RNF157
0.546881421794954	0	0.19482	SRSF2
0.684777149866016	0.48873	0.72883	ST6GALNAC1
0.5	1	NA	CYTH1
0.925925925925926	0	NA	EEF2K
0.868224182683556	0	0.40182	Polr3e
0.75	0.62632	NA	Trim58
0.99995415487992	0	0.93161	PRSS12
0.717266479531367	0	0	SEC24C
0.758620689655172	0.00839	NA	PRKCE
0.627717391304348	0	NA	GLUD1
1	0.49964	NA	six3
0.997408217411346	0.12331	1	Ptpre
0.533333333333333	1	1	D7Ertd443e
0.802210777665131	0	0.20526	bccip
1	0	NA	UROS
0.617647058823529	0.23043	NA	Zranb1
0.626046331230069	0	0	Oat
0.608912635029365	0.55681	0.10727	HPDL
1	0	NA	Pstk
0.673100447569553	0.14125	0.77308	Gprc5c
0.793318301877175	1e-05	1	elovl6
1	0	NA	map2k6
0.997183980178782	0.03133	0.81512	Hid1
0.606060606060606	0.10995	NA	Tvp23b
0.540181236053551	0.74732	0.1899	fam171a2
0.684818757350663	0	0	GRN
0.874707547706342	0	0	ZNF84
0.556600173249701	0.14053	0.00388	ST6GALNAC2
0.834083225341759	0	0	MRTFB
0.937263117305939	0.00025	0.00953	SNX29
0.930343242259257	0	0	Arhgap17
0.888888888888889	0.0389	NA	Pgp
0.825856836886919	0	0	Tom1l2
1	0	NA	Atpaf2
0.93729529554412	0	0	TRRAP
0.814112181427017	0	0	foxk2
0.74839966033163	0	0	Mprip
0.999999987174681	0	1	dhrs7ca
1	0	NA	HS3ST3B1
0.75	0.14573	NA	MYH16
0.999994680703432	0	1	Abcc3
0.781078865214835	0	0	Spag9
1	0	NA	cdr2l
0.579615136062709	0.1377	0.24008	ITGB4
0.761992637848408	0	8e-05	fdxr
0.714285714285714	0.03514	NA	HEXD
0.588990718731464	0.23759	0.0723	Ndufaf4
0.999907282045602	0	0.60102	Nt5m
0.736450993478523	0	0.04644	Lmf1
0.857142857142857	0.12356	NA	POLR3D
0.666666666666667	0.23863	NA	FASN
0.999999507095929	0	0.8561	rab3gap1
1	0.00097	NA	Atp6v0a1
0.886792452830189	0	NA	NRBF2
0.725410951760682	0	0	Exoc6
0.973045554968701	0	0	BMS1
0.999992796036806	0	0.75177	MTR
0.802126884535094	0	0	plcd3a
1	0.03115	NA	slc16a12b
0.842520730702175	0.62707	0.5006	Lect2
0.826086956521739	1e-05	NA	llgl2
1	1e-05	NA	Arhgap24
1	0	NA	ubtd1
0.999999976857891	0	0.98438	Mrtfa
0.858769513368443	0	0	XRCC6
0.999953265713169	0	0.85407	ZC3H7B
1	0	NA	rangap1
0.733724874849227	0	0.00341	TOP2A
0.999130401942196	0.49987	1	Gjd3
0.640607042906328	0.54431	0.48182	Mpp2
1	0	NA	noc3l
0.598105677219647	0.89375	0.58491	Tecpr1
0.95050564714089	0	0	DLGAP5
1	0	NA	EIF2AK1
0.583008371277069	0.00103	8e-05	dlx3b
0.785935325710535	0	1e-05	myof
0.613479284134456	0.32748	0.35271	aarsd1
0.574712643678161	0.19937	NA	Kat7
0.648938703955886	0.00899	0.14248	Ptges3l
0.999984227203381	0	0.73782	SLC38A10
0.943682175493766	0	0	Bahcc1
0.656496542464896	9e-05	0.01426	ZMYM4
0.863036444457421	0	0.86193	RFTN2
1	0.00018	NA	ABHD5
0.999951760192267	0	0.8432	MTRF1
0.999999977503716	0	0.92889	WBP4
1	0	NA	atp1a1
0.931339711638827	0	0	OBSL1
0.5	1	NA	STK11IP
1	0	NA	ccnyl1
0.841496550952921	0.00257	0.02839	RAMP1
0.522727272727272	0.66117	NA	Map2
0.76497612793502	0	0.89705	OSBPL11
0.888081967790106	0	0	gpd1l
0.950341526420095	0	0	actr3
0.602150537634409	0.06188	NA	MRPS9
0.648722189106943	0.18991	0.58529	FAM171B
0.841676886767813	0	0	PWP2
0.815076860662163	0.00081	0.14742	Gpd2
0.761947596925264	0.001	0.3628	GPD2
0.710922520297974	0.08571	0.00091	INPP4A
0.614410330795916	0.00032	0.63393	CYP20A1
0.583333333333333	0.31135	NA	tmem237b
0.53757951019258	0.21349	0.052	ABI1
1	0.00084	NA	Als2
0.867232325828022	0	0	FARP1
0.518518518518519	1	NA	ggact.3
0.572416499188814	0	0	GART
0.704827033636809	0.01624	0.22938	VEGFC
0.681680779870896	0.04802	0.00685	N6amt1
0.651154857764046	0	0	Zfp292
0.748624029990188	0.34626	0.12656	CD200
0.978210722860992	2e-04	0.33781	Nlrp12
0.85981308411215	0	NA	GEMIN8
0.710977911511663	0	0.00672	TCEANC
0.707181231205187	0	0	Gpm6b
0.699685736811034	0	0	PRPS2
0.619131357908009	0.13437	0.63265	RAB9A
1	0.00404	1	HDAC4
0.582143850552463	0.01075	0.82022	AAMP
0.719148448886351	0	0.02339	D1Pas1
0.828390790826826	0.00421	0.00104	TGDS
0.533436697737114	0.95945	0.88168	GPR180
0.938257546266548	0.02508	0.45395	Cyp2j6
0.999998803127862	0	0.88926	CYP2J2
0.666666666666667	0.50653	NA	PLN
0.747653481037128	0	0	Etv5
0.771170984359262	0	0.08424	IPO5
0.974470526246625	0.00031	0.65394	Sema5b
0.776595744680851	0	NA	ATG13
0.545454545454545	0.72765	NA	Creb3l1
0.666666666666667	0.02902	NA	unc50
0.999999986533389	0	1	MCF2L
0.727936663597814	0	0.00041	ZC3H12C
0.999999999995374	0	1	Zc3h13
0.873260285598543	0.00384	0.22561	alg11
0.675429372590256	0	NA	rpl31
0.952594542224696	0	2e-05	RAPH1
0.71115064802738	1e-05	0.00804	RETREG2
1	0.00784	NA	PARD3B
0.630672966176506	0.00037	0.5469	MRPL39
0.543871321977508	0.93713	0.97792	ADAMTS5
0.711924058239822	0	0	SLC6A13
0.57408840041204	0.26131	0.61616	KDM6A
0.906464794112715	0	0	CASK
0.711339214633595	1e-05	8e-04	STEAP3
0.999990302389197	0	0.7338	MGAT5
0.591240875912408	0.04034	NA	Rnd3
0.733478592860621	0.031	0.5145	lypd6
1	0	NA	IRS2
0.999999907038472	0	0.88735	acp2
1	0	NA	GPR137C
0.717948717948718	0.00927	NA	Txndc16
0.559870550161813	0.03977	NA	hpx
0.714285714285714	0.45141	NA	ABCC4
0.999999001694578	0	0.82065	dzip1
1	0	NA	klhl41b
0.630690512858117	0.02904	0.00654	BMPR2
1	0	NA	NUFIP1
0.807339449541284	0	NA	wdr12
0.8	0.37554	NA	efr3b
0.712958971990137	0	0	Iqcb1
0.875356179804341	0	0.00077	NLRC3
0.584957903702487	0.01156	0.00334	Gli2
0.692307692307692	0.26634	NA	dnajc27
0.786963738455941	1e-05	0.00052	F7
0.518067967719527	0.94678	0.99175	F10
0.566256906120195	0.13673	0.02836	Tspan7
0.666711707976281	0.05006	0.8167	mid1ip1b
0.885884292532854	0	0.23141	FTCD
0.798076564641494	0	0.81634	VPS16
0.847166493829578	0	0.81224	Lrrfip2
0.693760195560463	0.0246	0.01328	ZDBF2
0.537310394272613	0	0	eef1b
0.514285714285714	1	NA	rgn
0.620816810708479	0.00011	0.00264	arf1
